Title	ISSN	EISSN	Field	Parent	Format	Documentation
International Journal of Pavement Engineering	1029-8436	1477-268X	engineering	taylor-and-francis-harvard-x	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=gpav20&page=instructions#mp_style
